img,c0-safe,c1-text-right,c2-talking-phone-right,c3-text-left,c4-talking-phone-left,c5-radio-operating,c6-drinking,c7-reching-behind,c8-hair-makeup,c9-talking-passenger
img_359.jpg,1.6989238e-24,1.1393932e-19,6.667469e-23,3.0132335e-06,8.4971854e-19,0.999997,1.7660179e-21,5.2401705e-22,6.411209e-16,7.401657e-19
img_370.jpg,1.993517e-05,6.044622e-12,0.016555637,1.1210636e-05,0.9834115,2.3093e-15,1.6391838e-06,6.634833e-08,1.00428776e-10,8.429153e-19
img_358.jpg,3.1494823e-05,1.3911793e-07,5.7531946e-18,4.3453827e-29,1.3548164e-23,1.7471926e-24,4.6273874e-12,3.2051698e-08,0.99994755,2.075488e-05
img_349.jpg,1.282196e-28,1.0,9.036837e-30,9.802149e-35,0.0,0.0,1.2195271e-23,2.2727406e-25,1.705439e-27,8.0149106e-28
img_364.jpg,4.526408e-13,3.108594e-11,1.3304326e-17,3.8711433e-11,9.728669e-05,8.40971e-11,0.9999026,1.3233984e-07,3.2804174e-08,2.4010258e-12
img_362.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
img_378.jpg,1.7349853e-22,6.924767e-30,0.0,3.3806481e-22,3.2325004e-30,3.9908008e-36,0.0,1.7018176e-29,2.0867543e-17,1.0
img_376.jpg,2.3891923e-14,1.5271987e-27,4.8428106e-20,8.976497e-06,2.1680191e-07,0.9999908,5.59415e-20,1.2734146e-29,6.2786247e-26,2.209522e-23
img_368.jpg,2.031092e-20,1.0887916e-21,1.8242159e-23,1.8782683e-26,3.0658487e-20,6.19352e-26,1.9573303e-22,1.0,8.0748887e-25,5.626071e-26
img_361.jpg,1.27327185e-20,1.013245e-20,2.05647e-34,2.56862e-19,4.4374674e-26,0.0,1.4688298e-34,1.5441273e-24,1.0,1.2936416e-12
img_373.jpg,3.5687224e-16,1.9732951e-24,1.1207627e-29,0.99999905,1.0038773e-06,6.33491e-23,1.7654739e-23,2.9623995e-26,6.895084e-21,6.722542e-24
